,text,created_at,news_org,sentiment,positive,negative,neutral,compound,tweets_ago
76,"On Twitter, @SenWarren reiterated her commitment to the LGBTQ+ community this #PrideMonth, invoking the Supreme Cou… https://t.co/a1cLFnIy3x",Sat Jun 30 20:23:38 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.7351}",0.292,0.0,0.708,0.7351,77
77,"Moments ago, President @realDonaldTrump tweeted about the filibuster and ""Cryin' Chuck."" https://t.co/RlJapW8spt",Sat Jun 30 20:15:06 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,78
78,An all-new season of 'OBJECTified' premieres tomorrow with NBA legend @MagicJohnson! Tune in to Fox News Channel at… https://t.co/bqGK2RfPiY,Sat Jun 30 20:11:43 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,79
79,#FamiliesBelongTogether rallies demanding reunification of immigrant families and an “end to family separation and… https://t.co/gRZk16qx9K,Sat Jun 30 20:10:55 +0000 2018,@FoxNews,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.2263}",0.0,0.119,0.881,-0.2263,80
80,Restaurant manager fired after refusing to serve customer wearing MAGA hat https://t.co/DPQy9dr5JX,Sat Jun 30 20:00:47 +0000 2018,@FoxNews,"{'neg': 0.387, 'neu': 0.613, 'pos': 0.0, 'compound': -0.743}",0.0,0.387,0.613,-0.743,81
81,"Activists hold protest signs during a rally against the Trump administration's immigration policies Saturday, June… https://t.co/3vk6DgCugP",Sat Jun 30 19:49:00 +0000 2018,@FoxNews,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.25}",0.0,0.125,0.875,-0.25,82
82,"TOMORROW on @SundayFutures, @MariaBartiromo has exclusive interview with President @realDonaldTrump - Tune in at 10… https://t.co/fKSWXmU8tZ",Sat Jun 30 19:43:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.128}",0.097,0.0,0.903,0.128,83
83,"Demonstrators rally against the separation of immigrant families, on June 30, 2018 in Washington D.C. Demonstration… https://t.co/g9M0zhNwdm",Sat Jun 30 19:37:05 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,84
84,Trump predicts electoral doom for Democrats with ‘abolish ICE’ push: ‘They’re going to get beaten so badly’ https://t.co/2QtQOnaMq6,Sat Jun 30 19:30:58 +0000 2018,@FoxNews,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.6705}",0.0,0.256,0.744,-0.6705,85
85,"Linda Land-Classon, right, holds up a sign w/ her 15-year-old son, Ivan, who came to America in 2003 from Vladivost… https://t.co/qWt3foe8AW",Sat Jun 30 19:26:37 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,86
86,Activists gather during a rally to protest the Trump administration's approach to illegal border crossings and sepa… https://t.co/9I4boXbSs3,Sat Jun 30 19:20:42 +0000 2018,@FoxNews,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.6808}",0.0,0.272,0.728,-0.6808,87
87,"'Abolish ICE' goes mainstream as @SenGillibrand, @NYCMayor Bill de Blasio back calls https://t.co/ImNV0ULObG https://t.co/dmlB1215cp",Sat Jun 30 19:11:55 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,88
88,".@GiannoCaldwell: ""We're at 3.8% GDP and projected to be over 4% in the second quarter of this year."" https://t.co/EpCNrLAu7R",Sat Jun 30 19:01:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,89
89,"""We're doing a Phase 2... This will be even more aimed for the middle class.""

President @realDonaldTrump talks Pha… https://t.co/tjCGI2bfDq",Sat Jun 30 18:57:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,90
90,".@CheleFarley: ""Last year, ICE deported 796 members of MS-13. And if you remember, MS-13 is the gang that hacks kid… https://t.co/20BadSQpeP",Sat Jun 30 18:45:17 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,91
91,#FamiliesBelongTogether rallies demanding reunification of immigrant families and an “end to family separation and… https://t.co/t37SfXThgH,Sat Jun 30 18:37:34 +0000 2018,@FoxNews,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.2263}",0.0,0.119,0.881,-0.2263,92
92,".@SenGillibrand: ""This is a battle line that has been drawn that literally will put women’s lives at risk."" https://t.co/zlln3ZvXel",Sat Jun 30 18:33:38 +0000 2018,@FoxNews,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3818}",0.0,0.133,0.867,-0.3818,93
93,".@RepJeffDenham: ""Abolishing ICE - that's just crazy."" https://t.co/0rJNX7U1NG",Sat Jun 30 18:21:04 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,94
94,An all-new season of 'OBJECTified' premieres this Sunday with NBA legend @MagicJohnson! Tune in to Fox News Channel… https://t.co/KLnJmRoa91,Sat Jun 30 18:21:00 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,95
95,#FamiliesBelongTogether rallies demanding reunification of immigrant families and an “end to family separation and… https://t.co/jIjRNvHs90,Sat Jun 30 18:14:55 +0000 2018,@FoxNews,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.2263}",0.0,0.119,0.881,-0.2263,96
96,Hundreds of thousands rally nationwide for illegal immigrant families separated at border https://t.co/d7ABXanARJ,Sat Jun 30 17:56:57 +0000 2018,@FoxNews,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5574}",0.0,0.231,0.769,-0.5574,97
97,".@SenWarren, speaks during a Rally Against Separation in Boston, MA. https://t.co/ra8PqCyXST https://t.co/ArJeEePe9u",Sat Jun 30 17:41:27 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,98
98,.@Schwarzenegger Scolds Trump Bobblehead about 'Foolish' Coal Efforts in Climate Change Video https://t.co/w7C6xqul3X,Sat Jun 30 17:30:12 +0000 2018,@FoxNews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,99
99,Trump predicts electoral doom for Democrats with ‘abolish ICE’ push: ‘They’re going to get beaten so badly’ https://t.co/2QtQOnaMq6,Sat Jun 30 17:18:14 +0000 2018,@FoxNews,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.6705}",0.0,0.256,0.744,-0.6705,100
0,He helped turn one of Europe’s most venerable ensembles into one of the 21st century’s most forward-thinking orches… https://t.co/TnrU7LMSlw,Sun Jul 01 02:59:49 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,1
1,"Not so long ago, “inappropriate” described things that were “not done."" These days, though, it’s an alarm. https://t.co/j8qHqSkmtZ",Sun Jul 01 02:42:34 +0000 2018,@nytimes,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.34}",0.0,0.124,0.876,-0.34,2
2,"It’s hard to dose insulin, but it’s harder for a patient who speaks no English, has no refrigerator and regularly h… https://t.co/i5oFtA4Rdg",Sun Jul 01 02:25:36 +0000 2018,@nytimes,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.7003}",0.0,0.274,0.726,-0.7003,3
3,The chief ethics officer of the Environmental Protection Agency has been working behind the scenes to push for inde… https://t.co/AcbpRGGfHO,Sun Jul 01 02:08:18 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,4
4,Where do New York City’s elite high schools get their students? Our map shows that 10 middle schools account for a… https://t.co/4MveR2WW41,Sun Jul 01 01:50:55 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,5
5,"Modern Love: ""'There’s something I have to tell you,' John said. Do you remember ever wanting to hear the sentence… https://t.co/vpGkP3FJ4x",Sun Jul 01 01:33:33 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.181,0.0,0.819,0.6369,6
6,What the public knew about Emma Gatewood was already remarkable. But what they didn't know is even more remarkable. https://t.co/kughRt70Vy,Sun Jul 01 01:15:53 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.802}",0.286,0.0,0.714,0.802,7
7,"For Puerto Rican Storm Evacuees, Another Moving Day Looms https://t.co/EQyoWdoOWv",Sun Jul 01 00:59:44 +0000 2018,@nytimes,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.1531}",0.0,0.151,0.849,-0.1531,8
8,.@margalitfox has been a New York Times obituary writer for 14 years. Now she's taking a crack at her own epitaph. https://t.co/TessXXZw4p,Sun Jul 01 00:54:34 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,9
9,More and more desperate families are turning to complex and dangerous smuggling techniques to get relatives to the… https://t.co/8BWcv2SB3w,Sun Jul 01 00:37:10 +0000 2018,@nytimes,"{'neg': 0.361, 'neu': 0.639, 'pos': 0.0, 'compound': -0.8425}",0.0,0.361,0.639,-0.8425,10
10,Our favorite summer cookout appetizers: Because you need something to snack on while the grill heats up https://t.co/TiWxNxQgK5,Sun Jul 01 00:20:27 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.4588}",0.15,0.0,0.85,0.4588,11
11,He was known across the internet as “Pompeii’s Unluckiest Man.” But after finding his intact skull archaeologists a… https://t.co/clJPrIloZT,Sun Jul 01 00:02:05 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2023}",0.091,0.0,0.909,0.2023,12
12,Top Border Patrol Official to Serve as Acting Director of Immigration and Customs Agency https://t.co/Ed3sl9m03Z,Sat Jun 30 23:44:37 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2023}",0.114,0.0,0.886,0.2023,13
13,Find the perfect recipe for your Fourth of July celebration https://t.co/FstlKbR0nd,Sat Jun 30 23:43:24 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5719}",0.27,0.0,0.73,0.5719,14
14,"Vladimir Jurowski Breaks Molds in London, Berlin and Beyond https://t.co/4epRL6rWvS",Sat Jun 30 23:25:04 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,15
15,"As Oumuamua passed through our solar system, something other than gravity was pushing the object away from the sun https://t.co/XXv8nbt93O",Sat Jun 30 23:12:50 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,16
16,A look inside Tesla’s factory shows the audacity of Elon Musk’s strategy to make cars a different way — and the ris… https://t.co/4BUKpgN0XA,Sat Jun 30 22:56:28 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,17
17,"Bavaria: Affluent, Picturesque — and Angry https://t.co/zah14Q1U9w",Sat Jun 30 22:39:30 +0000 2018,@nytimes,"{'neg': 0.333, 'neu': 0.404, 'pos': 0.263, 'compound': -0.1779}",0.263,0.333,0.404,-0.1779,18
18,"In Opinion

Op-Ed contributor Cindi Leive writes, ""No woman owes anyone an answer about whether she has or hasn’t.… https://t.co/oL056ZFvXo",Sat Jun 30 22:30:03 +0000 2018,@nytimes,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",0.0,0.104,0.896,-0.296,19
19,"Eileen Higgins’s surprise victory in a heavily Hispanic district has deeply unsettled Republicans in South Florida,… https://t.co/XHFCUron9Q",Sat Jun 30 22:15:04 +0000 2018,@nytimes,"{'neg': 0.139, 'neu': 0.749, 'pos': 0.112, 'compound': -0.1263}",0.112,0.139,0.749,-0.1263,20
20,Smugglers and stash houses. Bribes and shakedowns. The price of the journey to escape gang violence in El Salvador… https://t.co/9TAUPPi1qD,Sat Jun 30 22:00:05 +0000 2018,@nytimes,"{'neg': 0.335, 'neu': 0.602, 'pos': 0.064, 'compound': -0.802}",0.064,0.335,0.602,-0.802,21
21,Eat: How to Unlock the Secret Flavor Hidden at the Apricot’s Core https://t.co/MwUsY7QomX,Sat Jun 30 21:56:24 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,22
22,You’ll need something to nibble on while food sizzles on the grill https://t.co/MZKNPluNNi,Sat Jun 30 21:45:06 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,23
23,RT @jadabird: Getting 3 paragraphs on managing my period into the @nytimes = one of the prouder moments of this #52places2018 trip. https:/…,Sat Jun 30 21:33:54 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}",0.138,0.0,0.862,0.4939,24
24,"Gwyneth Paltrow described how she was expected to keep Harvey Weinstein’s unwanted advances a secret. Months later,… https://t.co/Qx4MTUcefF",Sat Jun 30 21:30:07 +0000 2018,@nytimes,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.2263}",0.0,0.106,0.894,-0.2263,25
25,"Welcome to a highly diverse Toronto school just for kindergartners: 630 children, 24 classes, 40 languages https://t.co/XpbWI26Pr7",Sat Jun 30 21:15:05 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",0.167,0.0,0.833,0.4588,26
26,"It’s the season of hot dog condiment blobs, stubborn sunscreen residue and sweat stains … everywhere. Here’s how to… https://t.co/7HJ9fHRJ5e",Sat Jun 30 21:00:13 +0000 2018,@nytimes,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4019}",0.0,0.13,0.87,-0.4019,27
27,"Toys ‘R’ Us, a brand that dates to 1957, closed the last of its 735 stores across the country  https://t.co/UrEmMeN1jK",Sat Jun 30 20:45:05 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,28
28,"With the Canada Day tariff, the country joins China, Europe and Mexico, among others, in retaliating against Americ… https://t.co/tJ3LC4GjPd",Sat Jun 30 20:30:02 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,29
29,With protests being held around the country on Saturday to demand the reunification of parents and children separat… https://t.co/HQFpFQbS5U,Sat Jun 30 20:19:06 +0000 2018,@nytimes,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}",0.0,0.167,0.833,-0.34,30
30,"RT @nytopinion: When @Ocasio2018 asked 15 of her fellow restaurant workers if they had health care and all of them said no, she realized th…",Sat Jun 30 20:17:57 +0000 2018,@nytimes,"{'neg': 0.077, 'neu': 0.81, 'pos': 0.113, 'compound': 0.25}",0.113,0.077,0.81,0.25,31
31,"In total, organizers anticipated more than 700 protests, in all 50 states and even internationally https://t.co/oqK29G0lbt",Sat Jun 30 20:14:13 +0000 2018,@nytimes,"{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.2878}",0.0,0.126,0.874,-0.2878,32
32,"RT @EricLiptonNYT: JUST POSTED: EPA's top ethics official had repeatedly come to defense of Scott Pruitt in ethics memos. Now he reveals, i…",Sat Jun 30 20:04:12 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.3182}",0.136,0.0,0.864,0.3182,33
33,"Deep in the Bible Belt, L.G.B.T. communities are fighting for greater visibility and acceptance… https://t.co/NlMfQt6YeM",Sat Jun 30 20:01:05 +0000 2018,@nytimes,"{'neg': 0.139, 'neu': 0.722, 'pos': 0.139, 'compound': 0.0}",0.139,0.139,0.722,0.0,34
34,"Cristiano Ronaldo and Lionel Messi, 2 of the best soccer players in the world, were both eliminated from the World… https://t.co/gnDzkOPoDB",Sat Jun 30 19:58:57 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.181,0.0,0.819,0.6369,35
35,"This young Afghan is protesting a war that has, so far, swallowed his father, his uncle, his sister, his eyes and h… https://t.co/BtJdy5omAz",Sat Jun 30 19:45:05 +0000 2018,@nytimes,"{'neg': 0.251, 'neu': 0.749, 'pos': 0.0, 'compound': -0.7717}",0.0,0.251,0.749,-0.7717,36
36,"Migration into Europe is down — except in Spain, where it poses a challenge for the new government https://t.co/FsC4XYZnwa",Sat Jun 30 19:30:10 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.0772}",0.075,0.0,0.925,0.0772,37
37,"Uruguay back on top, 2-1! Edinson Cavani scored again. https://t.co/g05nqQDrxw",Sat Jun 30 19:24:30 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2714}",0.189,0.0,0.811,0.2714,38
38,"A short corner, a Guerreiro cross and it’s Pepe who leaps for the headed goal. Portugal tied Uruguay 1-1 in the 54t… https://t.co/U7SXQVw3zd",Sat Jun 30 19:16:35 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,39
39,"The California Bay Area is so expensive, a family of 4 making $117,400 is considered low-income in 3 counties https://t.co/wgQ8x2rkKs",Sat Jun 30 19:15:03 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,40
40,"In Opinion

Op-Ed columnist @michelleinbklyn writes, ""The socialists see themselves as building the world they want… https://t.co/qOYfxr1SI9",Sat Jun 30 19:07:04 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,41
41,Belgium has just inaugurated a square after a Congolese leader they jailed and helped overthrow https://t.co/lk3AhwIho4,Sat Jun 30 19:00:06 +0000 2018,@nytimes,"{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.4939}",0.0,0.198,0.802,-0.4939,42
42,"In Sarasota, there is a community surrounding a litany of roadside psychics and more than 100 mediums and spiritual… https://t.co/G7dBeGleZt",Sat Jun 30 18:45:06 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,43
43,"Japan's Hayabusa2 has arrived at the Ryugu asteroid, sending back views of its dimpled and rock-strewn surface. It'… https://t.co/JuOGZyOwnK",Sat Jun 30 18:30:12 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,44
44,"RT @TheSteinLine: With nine hours and change to go until the opening bell, here’s your leaguewide preview of NBA free agency from SportsSun…",Sat Jun 30 18:29:11 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.5106}",0.13,0.0,0.87,0.5106,45
45,Uruguay took a 1-0 lead over Portugal with a header goal by Edinson Cavani in the 7th minute https://t.co/g05nqQDrxw,Sat Jun 30 18:15:01 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,46
46,"In Opinion

The editorial board writes, ""The Trump administration has committed a gross offense. It is the duty of… https://t.co/N3HE1McTMH",Sat Jun 30 18:04:40 +0000 2018,@nytimes,"{'neg': 0.22, 'neu': 0.69, 'pos': 0.091, 'compound': -0.4588}",0.091,0.22,0.69,-0.4588,47
47,"As President Trump consolidates power, Democrats face a moment of extraordinary conflict, with an activist wing pus… https://t.co/MzSc58nSuF",Sat Jun 30 18:00:05 +0000 2018,@nytimes,"{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3182}",0.0,0.126,0.874,-0.3182,48
48,"Portugal, and one of the best players of the tournament, Cristiano Ronaldo, faces off against Uruguay and another o… https://t.co/H0wjp7ud62",Sat Jun 30 17:53:44 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6369}",0.181,0.0,0.819,0.6369,49
49,Many on the left have traded an absolutist commitment to free speech for one sensitive to the harms it can inflict  https://t.co/Xro7MDPGHQ,Sat Jun 30 17:45:05 +0000 2018,@nytimes,"{'neg': 0.114, 'neu': 0.676, 'pos': 0.21, 'compound': 0.4019}",0.21,0.114,0.676,0.4019,50
50,"RT @anniecorreal: As protesters around the country demand the reunification of parents and children, here’s the story of one of the few mot…",Sat Jun 30 17:35:28 +0000 2018,@nytimes,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.34}",0.0,0.139,0.861,-0.34,51
51,President Trump tweeted that Saudi Arabia might raise production to up to 2 million barrels a day https://t.co/5XxnZks1Wn,Sat Jun 30 17:30:07 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,52
52,RT @NYTNational: We spent some time in Alabama with L.G.B.T. communities who are fighting for greater visibility and acceptance. https://t.…,Sat Jun 30 17:26:20 +0000 2018,@nytimes,"{'neg': 0.1, 'neu': 0.68, 'pos': 0.22, 'compound': 0.4588}",0.22,0.1,0.68,0.4588,53
53,"""We are not the enemy,"" said Pat Furgurson, a reporter for The Capital, where 5 people were killed in a shooting on… https://t.co/VQRqdAYTni",Sat Jun 30 17:15:07 +0000 2018,@nytimes,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.6705}",0.0,0.191,0.809,-0.6705,54
54,You may not be a World Cup player. But you could be a spot the ball player. https://t.co/Ny1oKW3iiv https://t.co/Ntoh3ziJI6,Sat Jun 30 17:00:12 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,55
55,The United States Senate’s 3 black members introduced a bill that would make lynching a federal hate crime. https://t.co/GUjdJqg6NF,Sat Jun 30 16:45:03 +0000 2018,@nytimes,"{'neg': 0.313, 'neu': 0.565, 'pos': 0.122, 'compound': -0.6597}",0.122,0.313,0.565,-0.6597,56
56,"When radio host and comedian John Melendez, known as “Stuttering John,” dialed the White House switchboard imperson… https://t.co/hca5fIkdTL",Sat Jun 30 16:30:11 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3818}",0.133,0.0,0.867,0.3818,57
57,"The vast sprawl of suburbs and satellite towns around Paris, disdained by some as a breeding ground for crime and t… https://t.co/Iil66AyeSS",Sat Jun 30 16:15:05 +0000 2018,@nytimes,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.5423}",0.0,0.149,0.851,-0.5423,58
58,"“I can say I am equal.” Carrie Gracie, the BBC's former China editor, received an apology from the broadcaster and… https://t.co/d5pGecgBCu",Sat Jun 30 16:05:01 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.0516}",0.059,0.0,0.941,0.0516,59
59,A 7-goal thriller ended with France winning 4-3 against Argentina. Lionel Messi’s side ran out of time and are elim… https://t.co/amHThaIq3t,Sat Jun 30 15:56:24 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.5859}",0.211,0.0,0.789,0.5859,60
60,"Sergio Aguero scored a goal in stoppage time for Argentina, cutting France’s lead to 4-3 https://t.co/G9SrKmakZK",Sat Jun 30 15:53:42 +0000 2018,@nytimes,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.128}",0.0,0.097,0.903,-0.128,61
61,ARGENTINA SCORES! https://t.co/G9SrKmakZK,Sat Jun 30 15:52:26 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,62
62,"In Opinion

The author Dave Eggers writes, ""Never have we had a president not just indifferent to the arts, but act… https://t.co/ebk770jnOV",Sat Jun 30 15:50:04 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0762}",0.061,0.0,0.939,0.0762,63
63,"There are 19 other House incumbents running for re-election this year, who, like Joseph Crowley, have not faced a p… https://t.co/FGSdE6r7zx",Sat Jun 30 15:35:04 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}",0.116,0.0,0.884,0.3612,64
64,UPDATE: France are now up 4-2. Kylian Mbappé scored twice in 3 minutes to give France a shocking lead over Argentin… https://t.co/4rRRDtjfrr,Sat Jun 30 15:29:01 +0000 2018,@nytimes,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4019}",0.0,0.124,0.876,-0.4019,65
65,GOAL! What a great game this is. France is now leading 3-2. https://t.co/toyW9XB9Yb,Sat Jun 30 15:24:34 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.6588}",0.285,0.0,0.715,0.6588,66
66,"For Cruz, the harrowing journey of crossing the U.S. border and paying thousands of dollars to smugglers to get him… https://t.co/3Uv53Lkp6A",Sat Jun 30 15:21:23 +0000 2018,@nytimes,"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.34}",0.0,0.107,0.893,-0.34,67
67,Migrants — some of them infants — were locked in filthy stash houses while they waited for smugglers to pick them u… https://t.co/5cIToj1Byq,Sat Jun 30 15:18:13 +0000 2018,@nytimes,"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.34}",0.0,0.107,0.893,-0.34,68
68,"Throughout their journey, Cruz and fellow migrants were at the mercy of a smuggling network and cops who expected b… https://t.co/DBIGSsalR7",Sat Jun 30 15:15:07 +0000 2018,@nytimes,"{'neg': 0.131, 'neu': 0.763, 'pos': 0.106, 'compound': -0.1531}",0.106,0.131,0.763,-0.1531,69
69,"As the number of Central Americans arriving at the southern border or sneaking across it has surged, the Trump admi… https://t.co/8lRN0L1YI6",Sat Jun 30 15:12:06 +0000 2018,@nytimes,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}",0.061,0.0,0.939,0.0772,70
